"datefile","fqdn","ip","asn","ip_prefix","owner","cc"
"2023-01-07.csv","cartevitale-info.fr","151.80.79.167","16276","151.80.0.0/16","OVH, FR","IT"
"2023-01-07.csv","certicodesecure.fr","185.83.214.222","48357","185.83.214.0/24","K4X, EE","PT"
"2023-01-07.csv","certif-air-gouvernement.fr","151.80.79.167","16276","151.80.0.0/16","OVH, FR","IT"
"2023-01-07.csv","certificat-air-informations.fr","185.157.247.2","34534","185.157.247.0/24","BULLIONET, FR","FR"
"2023-01-07.csv","certlficats-crit-air.fr","62.4.18.80","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-07.csv","chrono-post-ship.fr","","","","",""
"2023-01-07.csv","chronopost-espace-clients.fr","62.4.16.71","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-07.csv","chronopost-serviceclient.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-07.csv","commande-suivi.fr","137.74.232.249","16276","137.74.0.0/16","OVH, FR","FR"
"2023-01-07.csv","dispositif-critair.fr","62.210.219.114","12876","62.210.0.0/16","Online SAS, FR","FR"
"2023-01-07.csv","en58ba-societegenerale.fr","89.117.32.18","47583","89.117.32.0/23","AS-HOSTINGER, CY","LT"
"2023-01-07.csv","espace-client-infosfr.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, FR","CH"
"2023-01-07.csv","espace-infos.fr","","","","",""
"2023-01-07.csv","espaceclient-information.fr","5.199.168.22","16125","5.199.168.0/22","CHERRYSERVERS1-AS, LT","LT"
"2023-01-07.csv","espacecompte-infos.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"2023-01-07.csv","lefirgaro.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-07.csv","macarte-vitale-ameli.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-07.csv","macarte-vitalesante.fr","62.210.219.114","12876","62.210.0.0/16","Online SAS, FR","FR"
"2023-01-07.csv","macarteameli2023.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-07.csv","mescomptes-bnp-paribas.fr","193.47.61.147","211252","193.47.61.0/24","AS_DELIS, US","BG"
"2023-01-07.csv","mon-suivi-chronopost-clients.fr","137.74.148.85","16276","137.74.0.0/16","OVH, FR","FR"
"2023-01-07.csv","netflixmovies.fr","","","","",""
"2023-01-07.csv","pplversementse.fr","199.34.228.159","27647","199.34.228.0/22","WEEBLY, US","US"
"2023-01-07.csv","recevoir-ameli.fr","5.8.10.95","34665","5.8.10.0/23","PINDC-AS, RU","RU"
"2023-01-07.csv","secure-ameli-info.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2023-01-07.csv","securite-bnp-paribas.fr","193.47.61.147","211252","193.47.61.0/24","AS_DELIS, US","BG"
"2023-01-07.csv","sfr-esim-annulation.fr","45.128.234.183","211252","45.128.234.0/24","AS_DELIS, US","BG"
"2023-01-07.csv","sfr-factu-conso.fr","80.76.51.6","211252","80.76.51.0/24","AS_DELIS, US","BG"
"2023-01-07.csv","sfr-reglement.fr","80.76.51.6","211252","80.76.51.0/24","AS_DELIS, US","BG"
"2023-01-07.csv","sfr-service-client.fr","45.148.119.47","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"2023-01-07.csv","suivreamazon.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-07.csv","verif-infos-netflix.fr","","","","",""
"2023-01-07.csv","verificlbc.fr","103.174.152.156","147303","103.174.152.0/24","COLOCONE1-AS-AP ColoCone, BD","BD"
"2023-01-07.csv","xn--chronopst-c7a.fr","172.174.76.202","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"2023-01-07.csv","xn--rsiliation-esim-sfr-bzb.fr","45.148.119.47","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"2023-01-07.csv","xn--scuritameli-bbbf.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-08.csv","amazon-reactivation.fr","62.4.18.81","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-08.csv","amazoncloud.fr","99.83.175.80","16509","99.83.160.0/20","AMAZON-02, US","US"
"2023-01-08.csv","amazonflexreactivation.fr","","","","",""
"2023-01-08.csv","ameliconnectpro.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-08.csv","bnpparibas-service-technique.fr","193.47.61.147","211252","193.47.61.0/24","AS_DELIS, US","BG"
"2023-01-08.csv","brest-cybertek.fr","51.91.118.206","16276","51.91.0.0/16","OVH, FR","FR"
"2023-01-08.csv","certificat-critair-auto.fr","185.128.239.52","35717","185.128.236.0/22","JEUXVIDEO-NETWORK, FR","FR"
"2023-01-08.csv","certificatair-info.fr","185.225.232.55","51167","185.225.232.0/23","CONTABO, DE","DE"
"2023-01-08.csv","chrono-assistance.fr","","","","",""
"2023-01-08.csv","chrono-suivi-client.fr","62.4.17.51","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-08.csv","chronopost-delay.fr","54.36.99.101","16276","54.36.0.0/16","OVH, FR","FR"
"2023-01-08.csv","chronopostenligne.fr","45.145.164.54","207992","45.145.164.0/24","FEELB, FR","FR"
"2023-01-08.csv","client-edf.fr","185.225.232.55","51167","185.225.232.0/23","CONTABO, DE","DE"
"2023-01-08.csv","colissimoinfosuivi.fr","94.103.188.29","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"2023-01-08.csv","criteairgouv.fr","51.38.176.217","16276","51.38.0.0/16","OVH, FR","FR"
"2023-01-08.csv","dsp2-banque-de-france.fr","185.225.232.55","51167","185.225.232.0/23","CONTABO, DE","DE"
"2023-01-08.csv","ecowindy.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"2023-01-08.csv","edf-assistance.fr","62.4.18.80","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-08.csv","espace-colis.fr","176.31.181.187","16276","176.31.0.0/16","OVH, FR","FR"
"2023-01-08.csv","ez89vm-societegenerale.fr","","","","",""
"2023-01-08.csv","formulaire-renouvellement.fr","89.23.103.21","207713","89.23.103.0/24","GIR-AS, RU","RU"
"2023-01-08.csv","impot-gouvs.fr","194.110.247.169","200019","194.110.247.0/24","ALEXHOST, MD","RU"
"2023-01-08.csv","instruction-chronopost.fr","54.38.243.76","16276","54.38.0.0/16","OVH, FR","FR"
"2023-01-08.csv","interpol-int.fr","185.212.71.228","47583","185.212.70.0/23","AS-HOSTINGER, CY","DE"
"2023-01-08.csv","interruption-chronopost.fr","","","","",""
"2023-01-08.csv","mementos.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"2023-01-08.csv","mon-espace-assurance.fr","45.148.119.47","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"2023-01-08.csv","mon-espace-orange.fr","45.148.119.47","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"2023-01-08.csv","netfiix-renouvellement-secure.fr","193.233.202.11","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"2023-01-08.csv","netflix-restreint.fr","185.193.127.63","39287","185.193.126.0/23","ABSTRACT, FI","FI"
"2023-01-08.csv","ntflx-abonnement.fr","80.76.51.231","211252","80.76.51.0/24","AS_DELIS, US","BG"
"2023-01-08.csv","qualiteairgouv.fr","179.43.142.13","51852","179.43.128.0/18","PLI-AS, PA","PA"
"2023-01-08.csv","regulariser-mon-abonnnement.fr","45.86.86.2","200019","45.86.86.0/24","ALEXHOST, MD","RU"
"2023-01-08.csv","renouvellement-abonnement-client.fr","147.135.152.202","16276","147.135.128.0/17","OVH, FR","FR"
"2023-01-08.csv","renouvellement-assucarte2023.fr","","","","",""
"2023-01-08.csv","secureloginameli.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-08.csv","service-technique-bnpparibas.fr","193.47.61.147","211252","193.47.61.0/24","AS_DELIS, US","BG"
"2023-01-08.csv","sfr-contact-esim.fr","45.128.234.183","211252","45.128.234.0/24","AS_DELIS, US","BG"
"2023-01-08.csv","sfr-et-moi.fr","193.42.33.224","138687","193.42.33.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"2023-01-08.csv","statutchrono-acheminement.fr","89.23.103.21","207713","89.23.103.0/24","GIR-AS, RU","RU"
"2023-01-08.csv","univ-scol-paris8.fr","","","","",""
"2023-01-08.csv","vignetteairgouv.fr","179.43.142.13","51852","179.43.128.0/18","PLI-AS, PA","PA"
"2023-01-08.csv","xn--masocitgnralparticuliers-gfcbbb.fr","63.32.45.26","16509","63.32.0.0/14","AMAZON-02, US","US"
"2023-01-08.csv","xn--renouvellement-santame-t8b.fr","193.70.21.62","16276","193.70.0.0/17","OVH, FR","FR"
"2023-01-08.csv","xn--serviceclient-vrification-pic.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, FR","CH"
"2023-01-09.csv","alyastore.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"2023-01-09.csv","amendes-france.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-09.csv","assuranceamelifr.fr","176.31.132.185","16276","176.31.0.0/16","OVH, FR","FR"
"2023-01-09.csv","assurancemaladie-renouvellement.fr","62.4.16.239","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-09.csv","attente-paiement.fr","185.150.24.112","44592","185.150.24.0/22","SKYLINK, NL","NL"
"2023-01-09.csv","avsfrance.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2023-01-09.csv","banquepostaleligne.fr","","","","",""
"2023-01-09.csv","cadremploie.fr","104.247.81.50","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"2023-01-09.csv","certicodesecure2.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-09.csv","certisecure.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-09.csv","chrono-statut.fr","62.4.17.32","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-09.csv","chrono-suivis.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-09.csv","chronopost-remisecolis.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-09.csv","cnam-prestation.fr","","","","",""
"2023-01-09.csv","compte-ameli.fr","193.42.33.92","138687","193.42.33.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"2023-01-09.csv","esimsfr.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-09.csv","ev89bp-banquepopulaire.fr","","","","",""
"2023-01-09.csv","info-suivi-chrono.fr","194.87.217.169","208226","194.87.217.0/24","OUIHEBERG, FR","CZ"
"2023-01-09.csv","inforange.fr","","","","",""
"2023-01-09.csv","interimaire-sante.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"2023-01-09.csv","lalivraison.fr","99.83.175.80","16509","99.83.160.0/20","AMAZON-02, US","US"
"2023-01-09.csv","maaaf.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"2023-01-09.csv","mon-abonnement-info.fr","","","","",""
"2023-01-09.csv","mon-renouvellement.fr","147.135.152.202","16276","147.135.128.0/17","OVH, FR","FR"
"2023-01-09.csv","moncompteinformation.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-09.csv","mycartevital.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-09.csv","neftlixfrance.fr","194.180.49.144","211252","194.180.49.0/24","AS_DELIS, US","BG"
"2023-01-09.csv","netfiix-premium.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-09.csv","netflix-activation-abonnement.fr","51.38.37.3","16276","51.38.0.0/16","OVH, FR","FR"
"2023-01-09.csv","regulation-critair.fr","217.182.171.182","16276","217.182.0.0/16","OVH, FR","FR"
"2023-01-09.csv","renouvellementvitale-ameli.fr","62.4.21.147","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-09.csv","renouvellent-cartevitale.fr","185.83.214.222","48357","185.83.214.0/24","K4X, EE","PT"
"2023-01-09.csv","santeinterimaire.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"2023-01-09.csv","seclbcpay.fr","109.106.246.122","47583","109.106.240.0/21","AS-HOSTINGER, CY","DE"
"2023-01-09.csv","service-catering.fr","104.21.18.52","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"2023-01-09.csv","service-confirmation.fr","62.4.31.175","12876","62.4.0.0/19","Online SAS, FR","FR"
"2023-01-09.csv","services-activation.fr","","","","",""
"2023-01-09.csv","services-adm.fr","","","","",""
"2023-01-09.csv","sfr-abonnements.fr","","","","",""
"2023-01-09.csv","sfr-paiements.fr","","","","",""
"2023-01-09.csv","snapchat-login.fr","45.92.1.28","210558","45.92.1.0/24","SERVICES-1337-GMBH, DE","NL"
"2023-01-09.csv","suivie-colis-chronopost.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-09.csv","support-netflix-client.fr","135.125.34.216","16276","135.125.0.0/17","OVH, FR","FR"
"2023-01-09.csv","tracking-colissimo.fr","89.23.103.21","207713","89.23.103.0/24","GIR-AS, RU","RU"
"2023-01-09.csv","xn--intrimaireprvoyance-dzbj.fr","104.247.82.54","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"2023-01-09.csv","xn--mercersant-k7a.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"2023-01-10.csv","abonnement-info.fr","163.5.160.131","399486","163.5.160.0/24","VIRTUO, CA","FR"
"2023-01-10.csv","actualisation-abonnement.fr","","","","",""
"2023-01-10.csv","alodocteur.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-10.csv","ameli-cartevitale.fr","152.89.196.187","57523","152.89.196.0/24","CHANGWAY-AS, HK","RU"
"2023-01-10.csv","banque-cic.fr","","","","",""
"2023-01-10.csv","c-appleid-apple.fr","178.62.12.13","14061","178.62.0.0/18","DIGITALOCEAN-ASN, US","US"
"2023-01-10.csv","caisse-epargne-verification.fr","64.74.161.57","63018","64.74.161.0/24","DEDICATED, US","US"
"2023-01-10.csv","carte-ameli.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-10.csv","chargeupstore.fr","23.227.38.71","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"2023-01-10.csv","chronopost-support-suivi.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-10.csv","chronopostransports.fr","54.36.99.101","16276","54.36.0.0/16","OVH, FR","FR"
"2023-01-10.csv","chronopostsecure.fr","","","","",""
"2023-01-10.csv","ei-appleid-apple.fr","178.62.12.13","14061","178.62.0.0/18","DIGITALOCEAN-ASN, US","US"
"2023-01-10.csv","eni-brest.fr","","","","",""
"2023-01-10.csv","envoie-chronpost.fr","","","","",""
"2023-01-10.csv","esim-contact.fr","217.160.0.180","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2023-01-10.csv","esim-info.fr","3.71.181.105","16509","3.64.0.0/12","AMAZON-02, US","US"
"2023-01-10.csv","espaceassistanceclient.fr","","","","",""
"2023-01-10.csv","espacecompte-client.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-10.csv","filabasket.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"2023-01-10.csv","genes-ensai.fr","","","","",""
"2023-01-10.csv","info-service.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"2023-01-10.csv","infogroffe.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-10.csv","je-regularise-mon-abonnnement.fr","37.221.65.145","200019","37.221.64.0/22","ALEXHOST, MD","RU"
"2023-01-10.csv","lefiguro.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-10.csv","lille-ieseg.fr","","","","",""
"2023-01-10.csv","manouvellecartevital.fr","179.43.182.120","51852","179.43.128.0/18","PLI-AS, PA","PA"
"2023-01-10.csv","manouvellecartevitale.fr","179.43.182.120","51852","179.43.128.0/18","PLI-AS, PA","PA"
"2023-01-10.csv","messagerieboncoin.fr","","","","",""
"2023-01-10.csv","mnespacea2023aj.fr","51.68.225.92","16276","51.68.0.0/16","OVH, FR","FR"
"2023-01-10.csv","monespacecreditmutuel.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"2023-01-10.csv","moneuvre.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-10.csv","n26-support.fr","135.125.34.217","16276","135.125.0.0/17","OVH, FR","FR"
"2023-01-10.csv","netflix-mon-compte.fr","135.125.34.218","16276","135.125.0.0/17","OVH, FR","FR"
"2023-01-10.csv","netflix-rez.fr","35.183.32.216","16509","35.182.0.0/15","AMAZON-02, US","US"
"2023-01-10.csv","notifs-chronopost.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"2023-01-10.csv","payement-leboncoin.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"2023-01-10.csv","psabanques.fr","45.145.164.209","207992","45.145.164.0/24","FEELB, FR","FR"
"2023-01-10.csv","restrictioncompteclient.fr","146.19.168.126","207992","146.19.168.0/24","FEELB, FR","FR"
"2023-01-10.csv","service-assurancemaladie.fr","91.208.197.137","200019","91.208.197.0/24","ALEXHOST, MD","MD"
"2023-01-10.csv","suivi-expedition.fr","89.23.103.7","207713","89.23.103.0/24","GIR-AS, RU","RU"
"2023-01-10.csv","suivre-votre-colis.fr","217.160.153.149","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2023-01-10.csv","support-populaire.fr","5.199.162.162","16125","5.199.162.0/23","CHERRYSERVERS1-AS, LT","LT"
"2023-01-10.csv","votrecarteameli.fr","","","","",""
"2023-01-10.csv","xn--cnce-espace-scurit-nwbf.fr","45.14.165.231","211252","45.14.165.0/24","AS_DELIS, US","BG"
"2023-01-11.csv","aide-abonnements.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-11.csv","amandes-login.fr","135.125.34.218","16276","135.125.0.0/17","OVH, FR","FR"
"2023-01-11.csv","amandes-service.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-11.csv","ameli-carte-vitale.fr","","","","",""
"2023-01-11.csv","ameliespaceclient.fr","135.125.34.215","16276","135.125.0.0/17","OVH, FR","FR"
"2023-01-11.csv","amelirenouvellements.fr","2.56.247.111","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"2023-01-11.csv","bnp-paribas-cledigital.fr","185.225.74.243","211252","185.225.74.0/24","AS_DELIS, US","BG"
"2023-01-11.csv","bnp-paribas-cledigitale.fr","91.208.206.49","200019","91.208.206.0/24","ALEXHOST, MD","MD"
"2023-01-11.csv","bnp-paribas-securite.fr","91.208.206.49","200019","91.208.206.0/24","ALEXHOST, MD","MD"
"2023-01-11.csv","bricorama-sas.fr","217.76.130.239","8560","217.76.128.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","ES"
"2023-01-11.csv","ca-nordedefrance.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-11.csv","ceidf-caisse-epargne.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"2023-01-11.csv","certificat-air-gouv-informations.fr","","","","",""
"2023-01-11.csv","chronop0st.fr","","","","",""
"2023-01-11.csv","chronopost-defaut.fr","45.81.39.202","211252","45.81.39.0/24","AS_DELIS, US","BG"
"2023-01-11.csv","chronopostnotice.fr","51.68.121.127","16276","51.68.0.0/16","OVH, FR","FR"
"2023-01-11.csv","chronopostpro.fr","51.210.101.156","16276","51.210.0.0/16","OVH, FR","FR"
"2023-01-11.csv","creditmutuel-connect.fr","","","","",""
"2023-01-11.csv","cybertek-shop.fr","","","","",""
"2023-01-11.csv","disneyservice.fr","62.210.144.136","12876","62.210.0.0/16","Online SAS, FR","FR"
"2023-01-11.csv","esim-service-sfr.fr","45.148.119.47","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"2023-01-11.csv","espace-compte-client.fr","","","","",""
"2023-01-11.csv","ev83by-societegenerale.fr","","","","",""
"2023-01-11.csv","ex24bp-banquepopulaire.fr","","","","",""
"2023-01-11.csv","exmark.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-11.csv","fr-charal.fr","193.203.239.70","210403","193.203.239.0/24","LWS, FR","FR"
"2023-01-11.csv","fr-sagram.fr","193.203.239.70","210403","193.203.239.0/24","LWS, FR","FR"
"2023-01-11.csv","fr-societeroy.fr","193.203.239.70","210403","193.203.239.0/24","LWS, FR","FR"
"2023-01-11.csv","fr-stbmateriaux.fr","193.203.239.70","210403","193.203.239.0/24","LWS, FR","FR"
"2023-01-11.csv","gmaileuh.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"2023-01-11.csv","help-rectification.fr","","","","",""
"2023-01-11.csv","info-chrono-colis.fr","88.151.197.146","208226","88.151.197.0/24","OUIHEBERG, FR","AZ"
"2023-01-11.csv","informationameli.fr","","","","",""
"2023-01-11.csv","infos-colis.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"2023-01-11.csv","livraisonchrono-info.fr","185.247.117.241","60781","185.247.117.0/24","LEASEWEB-NL-AMS-01 Netherlands, NL","GI"
"2023-01-11.csv","livraisonchrono.fr","62.210.53.63","12876","62.210.0.0/16","Online SAS, FR","FR"
"2023-01-11.csv","mavif.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-11.csv","nike-sneakers.fr","23.227.38.67","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"2023-01-11.csv","opdoo.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-11.csv","pumafemme.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"2023-01-11.csv","sebar13send.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"2023-01-11.csv","sebar14send.fr","172.67.138.22","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"2023-01-11.csv","secure-banque.fr","172.174.76.202","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"2023-01-11.csv","serviceameli.fr","","","","",""
"2023-01-11.csv","sociale-securite.fr","","","","",""
"2023-01-11.csv","suivilivraison-chronopost.fr","35.183.26.133","16509","35.182.0.0/15","AMAZON-02, US","US"
"2023-01-11.csv","verif-netflix.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-11.csv","xn--espaceclientamelisant-v5b.fr","","","","",""
"2023-01-12.csv","amazonserviceappui.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-12.csv","ameli-servicerenouvellement.fr","","","","",""
"2023-01-12.csv","amendes-loginn.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-12.csv","amendes-regularisation.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-12.csv","assurance–maladie.fr","","","","",""
"2023-01-12.csv","bektoube.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-12.csv","bousedirect.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-12.csv","bv68mp-banquepopulaire.fr","","","","",""
"2023-01-12.csv","ceidfcaisse-epargne.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"2023-01-12.csv","chronocityrelais.fr","149.202.251.70","16276","149.202.0.0/16","OVH, FR","FR"
"2023-01-12.csv","chrononouvellelivraison.fr","149.202.251.64","16276","149.202.0.0/16","OVH, FR","FR"
"2023-01-12.csv","chronopost-faq.fr","135.125.34.219","16276","135.125.0.0/17","OVH, FR","FR"
"2023-01-12.csv","chronopost-redirection.fr","135.125.34.215","16276","135.125.0.0/17","OVH, FR","FR"
"2023-01-12.csv","chronopost-suivi-support.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"2023-01-12.csv","chronotrieservis.fr","193.42.33.92","138687","193.42.33.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"2023-01-12.csv","colissimosuivis.fr","51.210.101.156","16276","51.210.0.0/16","OVH, FR","FR"
"2023-01-12.csv","creditmutuel-rhonealpes.fr","240.0.0.1","NA","NA","NA",""
"2023-01-12.csv","cybertek-brest.fr","51.91.118.206","16276","51.91.0.0/16","OVH, FR","FR"
"2023-01-12.csv","envoie-chronopost.fr","89.23.103.21","207713","89.23.103.0/24","GIR-AS, RU","RU"
"2023-01-12.csv","gandinet.fr","99.83.175.80","16509","99.83.160.0/20","AMAZON-02, US","US"
"2023-01-12.csv","impots-gou.fr","240.0.0.1","NA","NA","NA",""
"2023-01-12.csv","informations-confirmation.fr","","","","",""
"2023-01-12.csv","labqanquepostale.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-12.csv","lbcfrance.fr","54.183.102.22","16509","54.183.0.0/17","AMAZON-02, US","US"
"2023-01-12.csv","ledauphinee.fr","217.160.0.121","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"2023-01-12.csv","mon-ameli.fr","","","","",""
"2023-01-12.csv","mon-compte-netflix.fr","20.90.114.62","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"2023-01-12.csv","monrelaischronopost.fr","141.95.193.176","16276","141.95.128.0/17","OVH, FR","FR"
"2023-01-12.csv","montredeluxepascher.fr","104.21.29.164","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"2023-01-12.csv","particuliers-professionnels-societegenerale.fr","179.43.175.217","51852","179.43.128.0/18","PLI-AS, PA","PA"
"2023-01-12.csv","portailsecurise.fr","192.99.161.72","16276","192.99.0.0/16","OVH, FR","CA"
"2023-01-12.csv","reactiver-mon-abonnement.fr","104.21.12.130","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"2023-01-12.csv","renouv-ameli.fr","","","","",""
"2023-01-12.csv","sciencesetlavenir.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"2023-01-12.csv","servischronopost.fr","","","","",""
"2023-01-12.csv","sibertek.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
